number,trial_code,form_id,surveyor_name,entreprenuer_strata,demo_location,demo_location_other,trial_name,bizops_name,bizops_product,demo_nationality,demo_nationality_other,demo_gender,demo_age,demo_educlevel,demo_educlevel_level,demo_incomeearner_only,demo_incomeearner_count,demo_primaryincome,demo_primaryincome_other,demo_primaryincome_UNHCR,demo_primaryincome_own_biz,demo_primaryincome_no_stable,demo_primaryincome_no_stable_looking,demo_primaryincome_part_time,demo_primaryincome_full_time,demo_primaryincome_other_biz,demo_primaryincome_extra,demo_primaryincome_write,bizops_sector,bizops_sector_biz,bizops_sector_other,bizops_elec_computer,bizops_elec_smart_phone,bizops_elec_feature_phone,bizops_elec_tablet,bizops_elec_none,bizops_elec_extra,bizops_firstsale_date,bizops_firstsale_today,bizops_operation_period,bizops_age_range,bizops_register_kra,employees_count_fulltime,employees__fulltime_worktime_week,employees_count_parttime,employees__parttime_worktime_week,employees_count_casual,employees_count_temp,employees_temp_reason,employees_count_total,employees_fulltime_age_range_0_17,employees_fulltime_age_range_18_30,employees_fulltime_age_range_31_50,employees_fulltime_age_range_51,employees_fulltime_age_range_none,employees_fulltime_age_range_extra,employees_parttime_age_range_0_17,employees_parttime_age_range_18_30,employees_parttime_age_range_31_50,employees_parttime_age_range_51,employees_parttime_age_range_none,employees_parttime_age_range_extra,employees_casual_age_range_0_17,employees_casual_age_range_18_30,employees_casual_age_range_31_50,employees_casual_age_range_51,employees_casual_age_range_none,employees_casual_age_range_extra,employees_count_gender_m,employees_count_gender_f,employees_count_refugee,bizops_motivation,bizops_motivation_other,bizops_fin_new_6,bizops_fin_loans_family,bizops_fin_loans_groups,bizops_fin_MFI_banks,bizops_fin_donation_grants,bizops_fin_investor,bizops_fin_other,bizops_fin_extra,bizops_fin_other_write,bizops_fin_amt_family,bizops_fin_amt_loans_groups,bizops_fin_amt_MFI_banks,bizops_fin_amt_NGO,bizops_fin_amt_investor,bizops_fin_not_apply,bizops_fin_not_apply_write,bizops_fin_bank_acc,bizops_fin_bank_acc_why,bizops_fin_bank_acc_why_write,customer_count_monthly,customer_main_individual,customer_main_household,customer_main_community,customer_main_smbiz,customer_main_lbiz,customer_main_govt,customer_main_NGOs,customer_main_other,customer_main_extra,customer_main_other_write,records_sales_monthly,salesrev_avgrevenue_last_year,salesrev_avgrevenue_monthly_baseline,salesrev_avgrevenue_fluctuate,salesrev_avgrevenue_season_fluctuate,salesrev_avgrevenue_most_jan,salesrev_avgrevenue_most_feb,salesrev_avgrevenue_most_mar,salesrev_avgrevenue_most_apr,salesrev_avgrevenue_most_may,salesrev_avgrevenue_most_jun,salesrev_avgrevenue_most_jul,salesrev_avgrevenue_most_aug,salesrev_avgrevenue_most_sept,salesrev_avgrevenue_most_oct,salesrev_avgrevenue_most_nov,salesrev_avgrevenue_most_dec,salesrev_avgrevenue_most_none,salesrev_avgrevenue_most_other,salesrev_avgrevenue_most_extra,salesrev_avgrevenue_least_none,salesrev_avgrevenue_least_jan,salesrev_avgrevenue_least_feb,salesrev_avgrevenue_least_mar,salesrev_avgrevenue_least_apr,salesrev_avgrevenue_least_may,salesrev_avgrevenue_least_jun,salesrev_avgrevenue_least_jul,salesrev_avgrevenue_least_aug,salesrev_avgrevenue_least_sept,salesrev_avgrevenue_least_oct,salesrev_avgrevenue_least_nov,salesrev_avgrevenue_least_dec,salesrev_avgrevenue_least_other,salesrev_avgrevenue_least_extra,bizops_suppliers_count,bizops_transporters_count,bizops_transporters_foot,bizops_transporters_bicycle,bizops_transporters_motorbike,bizops_transporters_car,bizops_transporters_trucks,bizops_transporters_other,bizops_transporters_extra,bizops_transporters_other_write,bizops_actors_supply_chain,bizops_actors_supply_chain_write,demo_biz_development,demo_biz_development_write,demo_biz_development_skills_acc,demo_biz_development_skills_hr,demo_biz_development_skills_marketing,demo_biz_development_skills_fin_mgmt,demo_biz_development_skills_dig_fin_skills,demo_biz_development_skills_new_it,demo_biz_development_skills_sales,demo_biz_development_skills_planning,demo_biz_development_skills_other,demo_biz_development_skills_extra,demo_biz_development_skills_write,sales,marketing,operation_management,bookkeeping,biz_plan,cashflow_mgmt,inventory_mgmt,biz_network_partnerships,learn_about_social_media,learn_about_news_papers,learn_about_past_clients,learn_about_aec_staff,learn_about_others,learn_about_extra,learn_about_other_specify,meals_day_count,meals_day_not_eating_count,meals_meat_count,expense_clothing,assets_acquired_6,assets_acquired_other,fuel_cooking,share_other,share_other_write,thanks,survey_complete,survey_complete_time,survey_start_time,username,received_on,Year,Department,asset_indicator,survey_name
195,KEN-242,774e5402-717e-4d90-b4eb-4fb8e928ad73,Chaddia,refugee-client,kakuma_1,,control_group,Sunshine shop,"colgate, sugar, soap",Ethiopian,,0,35,Diploma_degree_(A1),Diploma,0,4,Self-employment/my_business,,1,0,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,1,0,0,0,0,2/1/18,2/1/20,2,2 years,0,2,72,0,0,1,2month,transport,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,To_commercialize_an_innovative_idea,,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,0,Other,Mpesa,480,1,0,0,0,0,0,0,0,0,0,0,180000,15000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,transporter,,,0,0,0,1,1,1,1,1,0,0,0,2,3,4,5,5,2,5,3,0,0,0,1,0,0,0,,0,,,,,0,"Wish to have a long term assistance, also there is a challenge of robbers, have a security issue.",,0,1,9/18/19 8:49,9/18/19 8:08,aeck_14,9/18/19 13:51,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
197,KEN-244,ca4ddbef-473a-427c-b478-588edcb6b7c0,Saida,refugee-client,kakuma_1,,control_group,m,Electronic,somalian,,0,30,High_school_graduate_(A2),Finished High school graduate,1,1,UNHCR,,1,1,0,0,0,0,0,0,,ICT,ICT,Electronic devices,0,1,0,0,0,0,1/15/15,2/1/20,5,4-6 years,1,1,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,100,0,0,1,0,0,0,0,0,0,0,1,700000,58333,Yes_strongly_fluctuating,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,5,0,0,0,1,0,0,0,,0,,,,,0,"I don't want interest so, I wanted to know if i will get loan without interest. Thank you.",,thank you,1,9/18/19 8:47,9/18/19 8:23,aeck_21,9/18/19 13:50,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
198,KEN-245,3b4d8872-3338-4f9c-9350-15d3910ba24a,vivian,kenyan_client,kakuma_1,,control_group,malimali shop,"earings,plastics and toys",kenyan,,1,51,High_school_graduate_(A2),Finished High school graduate,1,7,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,0,1,0,0,0,1/1/89,2/1/20,31,> 6 years,0,1,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_increase_income_independently,,1,0,0,1,0,0,0,0,,0,0,80000,0,0,,,1,,,900,1,0,0,0,0,0,0,0,0,0,0,360000,30000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,kenya women saving group,,,0,0,0,1,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2,0,0,0,1,0,0,0,,0,,,,,0,none,,0,1,9/18/19 7:36,9/18/19 7:26,aeck_21,9/18/19 13:50,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
203,KEN-253,373450ed-7e51-4f36-a802-643a5baffeae,Nachomo,kenyan_client,kalobeyei,,control_group,Kims collection,Clothes,kenyan,,0,22,Diploma_degree_(A1),Diploma,1,2,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,1,0,0,0,0,11/3/18,2/1/20,1,1 year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,To_create_my_own_job_due_to_lack_of_employment,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,720,1,0,0,0,0,0,0,0,0,0,1,960000,80000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Transpoters,,,0,1,0,1,0,0,0,0,0,0,0,5,5,4,5,3,2,5,2,0,0,0,1,0,0,0,,0,,,,,0,AEC can help us grow.,,0,1,9/20/19 8:04,9/20/19 7:48,aeck_19,9/20/19 11:10,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
204,KEN-254,ea289be5-ac23-4657-a225-0cfb404113ff,vivian,kenyan_client,kakuma_town,,control_group,beads shop,"beads,shukas",kenyan,,1,34,Primary_school_diploma(p6),Finished Primary School,0,12,Part-time_employment_(at_a_company_that_is_not_my_own),,0,1,0,0,0,1,0,0,,Retail/Fashion,Retail,,0,0,1,0,0,0,1/1/14,2/1/20,6,4-6 years,0,1,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_increase_income_independently,,1,0,1,0,0,0,0,0,,0,20000,0,0,0,,,"Not_right_now,_but_yes_in_the_past",,,600,1,0,1,0,0,0,0,0,0,0,0,108000,9000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,saving group,,,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,1,3,3,1,0,0,0,1,0,0,0,,0,,,,,0,none,,0,1,9/19/19 7:55,9/19/19 7:42,aeck_14,9/19/19 14:13,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
205,KEN-255,7b736310-55c3-43ab-8307-3af0f06b51e6,Chaddia,refugee-client,kakuma_4,,control_group,Butchering,meat,Sudanese,,0,23,High_school_graduate_(A2),Finished High school graduate,1,10,Self-employment/my_business,,1,0,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,1,0,0,0,0,10/1/15,2/1/20,4,4-6 years,0,2,42,0,0,1,daily,transport,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,To_supplement_my_existing_income_from_other_sources,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,Other,Mpesa,1500,1,0,1,0,0,0,0,0,0,0,0,365000,30417,"No,_somewhat_stable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Turkanans farmers,,,0,0,0,1,1,0,1,1,0,0,0,3,2,3,3,5,5,4,3,0,0,0,1,0,0,0,,0,,,,,0,no,,0,1,9/19/19 12:39,9/19/19 12:09,aeck_19,9/19/19 14:15,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
207,KEN-258,cbbd2d72-d1e7-4183-af46-67a903503ee1,Samuel Mwangangi,kenyan_client,kakuma_4,,control_group,Cynthia Rahiza,Glocery and food items,kenyan,,1,24,Primary_school_diploma(p6),Finished Primary School,0,3,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Agribusiness_-_Food_Processing,Agribusiness,,0,0,1,0,0,0,6/15/11,2/1/20,8,> 6 years,0,3,98,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,15000,1,1,1,1,0,0,0,0,0,0,1,5400000,450000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,2,1,2,1,1,1,1,1,0,0,0,1,0,0,0,,0,,,,,0,none,,welcome,1,9/19/19 12:21,9/19/19 12:09,aeck_15,9/19/19 14:18,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
211,KEN-262,74bcafef-b5c4-4d59-9b80-a4925295f07c,Nachomo,refugee-client,kakuma_4,,control_group,Amani Shop,Food stuffs and general,Burundian,,0,27,High_school_graduate_(A2),Finished High school graduate,0,8,Self-employment/my_business,,0,0,0,0,0,0,1,0,"Owns a generator that supplies elecfricity, motorbikes used for boda boda",Retail/Fashion,Retail,,0,1,0,0,0,0,1/1/16,2/1/20,4,4-6 years,0,5,12,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,2400,1,0,0,0,0,0,0,0,0,0,1,8400000,700000,"No,_very_stable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,5,2,4,3,1,4,3,3,0,0,0,1,0,0,0,,0,,,,,0,0,,0,1,9/19/19 13:01,9/19/19 12:28,aeck_20,9/19/19 14:17,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
212,KEN-263,08e5f361-e28a-416d-a982-2b3b4623de5b,Nachomo,kenyan_client,kakuma_town,,control_group,Neema Shop,grocery,kenyan,,1,37,5(A2),Finished High school graduate,0,6,Full-time_employment_(at_a_company_that_is_not_my_own),,0,1,0,0,0,0,0,0,,10,Retail,,0,1,1,0,0,0,1/1/16,2/1/20,4,4-6 years,1,2,12,0,0,0,,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,To_create_my_own_job_due_to_lack_of_employment,to generate more income,0,1,0,0,0,0,0,0,,15000,0,0,0,0,,,1,,,1200,1,0,1,0,0,0,0,0,0,0,1,100000,8333,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,no,,0,0,1,0,0,0,0,0,0,0,0,3,2,3,3,2,2,3,4,0,0,0,1,0,0,0,3,0,2_week,2_month,cooking_utencils,,4,0,,0,1,11/14/19 9:35,11/14/19 9:21,aeck_20,11/14/19 12:47,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
216,KEN-267,075acd9e-c135-47d2-b625-5ba11b1c2f7f,Nachomo,refugee-client,kalobeyei,,test_group,Success shop,Mitumba clothes,Congolese,,0,28,7,Diploma,1,4,Self-employment/my_business,,0,1,0,0,0,0,0,0,,11,"Fashion (salon,barber shop etc.)",,0,0,1,0,0,0,1/8/19,2/1/20,1,1 year,0,2,11,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,To_create_my_own_job_due_to_lack_of_employment,To improve my living standard and my family,1,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,900,1,1,1,0,0,0,0,0,0,0,1,600000,50000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,0,0,0,0,1,1,0,0,0,0,4,2,4,4,3,3,3,4,0,0,0,1,0,0,0,3,0,1_week,1_month,chairs_table,,4,1,i want support to boost my business because the customers are demanding alot,0,1,11/8/19 8:52,11/8/19 8:37,aeck_14,11/15/19 6:54,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
219,KEN-271,b2109cf8-f55f-461f-a047-68ca2fa043e1,Saida,refugee-client,kakuma_2,,test_group,Abdulahi Shop,Food Stuff including Grosery,somalian,,0,32,2,Attended Primary,1,1,Self-employment/my_business,,1,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,6/30/16,2/1/20,3,3 years,1,2,0,0,0,0,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,To_increase_income_independently,To educate your children,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,300,1,1,1,0,0,0,0,0,0,0,1,900000,75000,Yes_strongly_fluctuating,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,,participate_past_bdp,,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,3_more,1_6months,cooking_utencils,,3,1,"If I get loan with out interest, I will return on time.",thank you,1,10/1/19 9:56,10/1/19 9:39,aeck_15,10/14/19 13:19,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
225,KEN-277,149136aa-09c6-4665-bb0b-24b2bf1515b8,Nachomo,refugee-client,kalobeyei,,test_group,Urwambarilo,Clothes,Burundian,,1,27,5(A2),Finished High school graduate,1,4,Self-employment/my_business,,0,1,0,0,0,0,0,0,,11,"Fashion (salon,barber shop etc.)",,0,1,0,0,0,0,1/1/18,2/1/20,2,2 years,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,To_increase_income_independently,to better my life,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,1920,1,1,1,0,0,0,0,0,0,0,1,80000,6667,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,1,0,0,0,0,1,1,0,0,0,0,5,3,2,4,2,2,3,3,0,0,0,1,0,0,0,3,0,1_week,1_month,cooking_utencils,,4,0,,0,1,10/9/19 8:34,10/9/19 8:20,aeck_17,10/14/19 8:59,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
227,KEN-279,a7b7e815-4fee-41c0-8ec1-cba7e6ee74d9,Nachomo,refugee-client,kakuma3,,test_group,Nasradin shop,Food stuffs,Sudanese,Sudanese,0,30,1,No Formal Education,1,2,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,4/1/18,2/1/20,1,1 year,1,1,6,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,To_increase_income_independently,To improve his living standard,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,1500,1,1,1,0,0,0,0,0,0,0,1,84000,7000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,no,,1,0,0,0,0,0,1,0,0,0,0,4,3,3,3,2,2,3,4,0,0,0,1,0,0,0,1,0,1_week,1_6months,cooking_utencils,,4,0,,0,1,10/22/19 12:11,10/22/19 11:55,aeck_14,10/23/19 5:29,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
229,KEN-281,2f42753b-dae7-4606-8521-a96c789b70b4,Nachomo,refugee-client,kakuma3,,test_group,Claude shop,"movie shop, posho mill",Burundian,,0,32,2,Attended Primary,0,8,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,1/1/15,2/1/20,5,4-6 years,1,5,12,0,0,0,,,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,To_increase_income_independently,To help my family live a better life,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,12000,1,1,1,0,0,0,0,0,0,0,0,400000,33333,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,1,1,0,0,0,1,0,0,0,0,3,3,3,1,2,2,4,4,0,0,0,1,0,0,0,3,0,2_week,2_month,televison_tv,,4,1,we need support,0,1,10/30/19 8:28,10/30/19 8:12,aeck_20,10/30/19 14:41,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
230,KEN-282,0c6cd58b-cdab-456c-a78c-17375df4f691,Nachomo,refugee-client,kakuma3,,test_group,Fartun,clothes and cosmetics,somalian,,0,52,7,Diploma,0,13,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,1,0,0,0,2/1/15,2/1/20,5,4-6 years,1,2,12,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,To_increase_income_independently,To meet the customers needs,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,600,1,0,1,0,0,0,0,0,0,0,1,400000,33333,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,1,0,0,0,0,1,1,0,0,0,0,4,3,3,4,3,2,4,5,0,0,0,1,0,0,0,2,0,3_more,1_6months,chairs_table,,4,0,,0,1,10/24/19 8:16,10/24/19 8:04,aeck_20,10/25/19 7:36,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
231,KEN-283,825f7ca1-2cee-4c9f-8daa-eb58d0f6eebe,Nachomo,kenyan_client,kakuma_town,,test_group,Mama Makena shop,Food stuffs,kenyan,,1,36,2,Attended Primary,0,5,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,7/27/19,2/1/20,0,< 1year,1,2,12,0,0,0,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,To_increase_income_independently,To expand my business because customers are demanding a lot mpesa,1,1,0,0,0,0,0,0,,10000,0,0,0,0,,,1,,,1500,1,1,0,0,0,0,0,0,0,0,1,1080000,90000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,0,1,0,0,0,1,0,0,0,0,4,3,3,4,3,3,3,4,0,0,0,1,0,0,0,3,0,3_more,1_month,cooking_utencils,,4,0,,0,1,11/8/19 13:01,11/8/19 12:48,aeck_20,11/11/19 5:38,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
232,KEN-284,6e3df295-7673-48af-8741-ab17c825a9f7,Nachomo,kenyan_client,kakuma_town,,test_group,Oasis shop and Hotel,Food stuffs and non food stuffs,kenyan,,1,36,5(A2),Finished High school graduate,1,15,Full-time_employment_(at_a_company_that_is_not_my_own),,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,1/1/13,2/1/20,7,> 6 years,0,2,14,0,0,0,,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,To_increase_income_independently,to generate more income,1,0,1,0,0,0,0,0,,0,20000,0,0,0,,,1,,,600,1,1,0,0,0,0,0,0,0,0,1,1920000,160000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,no,,1,0,1,0,0,0,0,0,0,0,0,2,2,4,3,2,3,2,5,0,0,0,1,0,0,0,3,0,3_more,1_6months,televison_tv,,3,1,we need loans,0,1,11/8/19 12:40,11/8/19 11:00,aeck_20,11/11/19 5:38,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
233,KEN-285,280a48b0-4644-47e2-8243-3f2cfb3ed47a,Nachomo,refugee-client,kakuma_1,,test_group,Hawa shop,shoe shop,somalian,,1,35,1,No Formal Education,1,9,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/1/19,2/1/20,1,1 year,0,2,10,0,0,0,,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,To_increase_income_independently,To cater for family needs,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,600,1,0,1,0,0,0,0,0,0,0,0,120000,10000,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,1,1,2,3,0,0,0,1,0,0,0,3,0,2_week,1_6months,cooking_utencils,,3,0,,0,1,11/11/19 11:50,11/11/19 11:34,aeck_20,11/11/19 13:25,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
180,KEN-226,0484478d-ce05-49fb-a228-613756880954,vivian,refugee-client,kakuma3,,control_group,abdalla studio,electronics and phone accesories,Sudanese,,0,27,Trade/technical/vocational_training,Trade/technical/vocational training,0,3,Part-time_employment_(at_a_company_that_is_not_my_own),,1,1,0,0,1,0,0,0,,ICT,ICT,,1,0,0,0,0,0,3/15/18,2/1/20,1,1 year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_increase_income_independently,,1,0,1,0,0,0,0,0,,0,70000,0,0,0,,,1,,,150,1,0,1,0,0,0,0,0,0,0,1,200000,16667,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,a saving group,,,0,0,0,1,0,0,0,0,0,0,0,3,4,2,3,2,3,2,2,1,0,0,1,0,0,0,,0,,,,,0,"he advices we give loans to individuals but moderate the amount,not too high and too low.we should thoroughly screen our clients before giving out our laons",,0,1,9/17/19 8:07,9/17/19 7:22,aeck_15,9/17/19 11:25,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
